date,location,admission_count,disease_type,age_group,created_at
2024-02-05,Ho Chi Minh City,9,Heart Disease,51-65,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,10,Heart Disease,65+,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,5,Diabetes,0-18,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,6,Diabetes,19-30,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,7,Diabetes,31-50,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,3,Diabetes,51-65,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,2,Diabetes,65+,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,4,Dengue Fever,0-18,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,5,Dengue Fever,19-30,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,6,Dengue Fever,31-50,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,3,Dengue Fever,51-65,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,2,Dengue Fever,65+,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,17,Others,0-18,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,21,Others,19-30,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,26,Others,31-50,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,13,Others,51-65,2025-08-21T10:56:55.223607
2024-02-05,Ho Chi Minh City,8,Others,65+,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,9,COVID-19,0-18,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,12,COVID-19,19-30,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,14,COVID-19,31-50,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,7,COVID-19,51-65,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,12,COVID-19,65+,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,56,Flu,0-18,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,47,Flu,19-30,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,56,Flu,31-50,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,28,Flu,51-65,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,37,Flu,65+,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,6,Pneumonia,0-18,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,7,Pneumonia,19-30,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,9,Pneumonia,31-50,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,4,Pneumonia,51-65,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,3,Pneumonia,65+,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,7,Heart Disease,0-18,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,9,Heart Disease,19-30,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,11,Heart Disease,31-50,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,11,Heart Disease,51-65,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,13,Heart Disease,65+,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,6,Diabetes,0-18,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,7,Diabetes,19-30,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,9,Diabetes,31-50,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,4,Diabetes,51-65,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,3,Diabetes,65+,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,4,Dengue Fever,0-18,2025-08-21T10:56:55.223607
2024-02-06,Ho Chi Minh City,5,Dengue Fever,19-30,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,6,Dengue Fever,31-50,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,3,Dengue Fever,51-65,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,2,Dengue Fever,65+,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,22,Others,0-18,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,28,Others,19-30,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,33,Others,31-50,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,16,Others,51-65,2025-08-21T10:56:55.224607
2024-02-06,Ho Chi Minh City,11,Others,65+,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,13,COVID-19,0-18,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,16,COVID-19,19-30,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,19,COVID-19,31-50,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,9,COVID-19,51-65,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,16,COVID-19,65+,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,49,Flu,0-18,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,41,Flu,19-30,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,49,Flu,31-50,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,24,Flu,51-65,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,33,Flu,65+,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,8,Pneumonia,0-18,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,10,Pneumonia,19-30,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,12,Pneumonia,31-50,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,6,Pneumonia,51-65,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,4,Pneumonia,65+,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,7,Heart Disease,0-18,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,9,Heart Disease,19-30,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,11,Heart Disease,31-50,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,11,Heart Disease,51-65,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,12,Heart Disease,65+,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,4,Diabetes,0-18,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,5,Diabetes,19-30,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,6,Diabetes,31-50,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,3,Diabetes,51-65,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,2,Diabetes,65+,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,3,Dengue Fever,0-18,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,4,Dengue Fever,19-30,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,5,Dengue Fever,31-50,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,2,Dengue Fever,51-65,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,1,Dengue Fever,65+,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,16,Others,0-18,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,21,Others,19-30,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,25,Others,31-50,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,12,Others,51-65,2025-08-21T10:56:55.224607
2024-02-07,Ho Chi Minh City,8,Others,65+,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,12,COVID-19,0-18,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,15,COVID-19,19-30,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,18,COVID-19,31-50,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,9,COVID-19,51-65,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,15,COVID-19,65+,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,45,Flu,0-18,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,38,Flu,19-30,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,45,Flu,31-50,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,22,Flu,51-65,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,30,Flu,65+,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,10,Pneumonia,0-18,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,13,Pneumonia,19-30,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,15,Pneumonia,31-50,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,7,Pneumonia,51-65,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,5,Pneumonia,65+,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,7,Heart Disease,0-18,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,9,Heart Disease,19-30,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,11,Heart Disease,31-50,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,11,Heart Disease,51-65,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,12,Heart Disease,65+,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,4,Diabetes,0-18,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,5,Diabetes,19-30,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,6,Diabetes,31-50,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,3,Diabetes,51-65,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,2,Diabetes,65+,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,2,Dengue Fever,0-18,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,3,Dengue Fever,19-30,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,3,Dengue Fever,31-50,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,1,Dengue Fever,51-65,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,1,Dengue Fever,65+,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,17,Others,0-18,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,21,Others,19-30,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,26,Others,31-50,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,13,Others,51-65,2025-08-21T10:56:55.224607
2024-02-08,Ho Chi Minh City,8,Others,65+,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,10,COVID-19,0-18,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,12,COVID-19,19-30,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,15,COVID-19,31-50,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,7,COVID-19,51-65,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,12,COVID-19,65+,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,54,Flu,0-18,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,45,Flu,19-30,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,54,Flu,31-50,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,27,Flu,51-65,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,36,Flu,65+,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,7,Pneumonia,0-18,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,9,Pneumonia,19-30,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,11,Pneumonia,31-50,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,5,Pneumonia,51-65,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,3,Pneumonia,65+,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,8,Heart Disease,0-18,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,11,Heart Disease,19-30,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,13,Heart Disease,31-50,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,13,Heart Disease,51-65,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,15,Heart Disease,65+,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,5,Diabetes,0-18,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,7,Diabetes,19-30,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,8,Diabetes,31-50,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,4,Diabetes,51-65,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,2,Diabetes,65+,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,3,Dengue Fever,0-18,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,3,Dengue Fever,19-30,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,4,Dengue Fever,31-50,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,2,Dengue Fever,51-65,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,1,Dengue Fever,65+,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,13,Others,0-18,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,17,Others,19-30,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,20,Others,31-50,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,10,Others,51-65,2025-08-21T10:56:55.224607
2024-02-09,Ho Chi Minh City,6,Others,65+,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,7,COVID-19,0-18,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,8,COVID-19,19-30,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,10,COVID-19,31-50,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,5,COVID-19,51-65,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,8,COVID-19,65+,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,23,Flu,0-18,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,19,Flu,19-30,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,23,Flu,31-50,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,11,Flu,51-65,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,15,Flu,65+,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,5,Pneumonia,0-18,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,6,Pneumonia,19-30,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,7,Pneumonia,31-50,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,3,Pneumonia,51-65,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,2,Pneumonia,65+,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,4,Heart Disease,0-18,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,5,Heart Disease,19-30,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,6,Heart Disease,31-50,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,6,Heart Disease,51-65,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,8,Heart Disease,65+,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,3,Diabetes,0-18,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,4,Diabetes,19-30,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,5,Diabetes,31-50,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,2,Diabetes,51-65,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,1,Diabetes,65+,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,2,Dengue Fever,0-18,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,2,Dengue Fever,19-30,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,3,Dengue Fever,31-50,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,1,Dengue Fever,51-65,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,1,Dengue Fever,65+,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,7,Others,0-18,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,9,Others,19-30,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,11,Others,31-50,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,5,Others,51-65,2025-08-21T10:56:55.224607
2024-02-10,Ho Chi Minh City,3,Others,65+,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,6,COVID-19,0-18,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,8,COVID-19,19-30,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,10,COVID-19,31-50,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,5,COVID-19,51-65,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,8,COVID-19,65+,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,38,Flu,0-18,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,32,Flu,19-30,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,38,Flu,31-50,2025-08-21T10:56:55.224607
2024-02-11,Ho Chi Minh City,19,Flu,51-65,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,25,Flu,65+,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,7,Pneumonia,0-18,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,9,Pneumonia,19-30,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,11,Pneumonia,31-50,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,5,Pneumonia,51-65,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,3,Pneumonia,65+,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,3,Heart Disease,0-18,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,4,Heart Disease,19-30,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,5,Heart Disease,31-50,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,5,Heart Disease,51-65,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,5,Heart Disease,65+,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,3,Diabetes,0-18,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,4,Diabetes,19-30,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,5,Diabetes,31-50,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,2,Diabetes,51-65,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,1,Diabetes,65+,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,2,Dengue Fever,0-18,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,3,Dengue Fever,19-30,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,3,Dengue Fever,31-50,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,1,Dengue Fever,51-65,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,1,Dengue Fever,65+,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,11,Others,0-18,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,13,Others,19-30,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,16,Others,31-50,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,8,Others,51-65,2025-08-21T10:56:55.225607
2024-02-11,Ho Chi Minh City,5,Others,65+,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,11,COVID-19,0-18,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,14,COVID-19,19-30,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,16,COVID-19,31-50,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,8,COVID-19,51-65,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,14,COVID-19,65+,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,41,Flu,0-18,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,34,Flu,19-30,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,41,Flu,31-50,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,20,Flu,51-65,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,27,Flu,65+,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,6,Pneumonia,0-18,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,8,Pneumonia,19-30,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,9,Pneumonia,31-50,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,4,Pneumonia,51-65,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,3,Pneumonia,65+,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,8,Heart Disease,0-18,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,10,Heart Disease,19-30,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,12,Heart Disease,31-50,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,12,Heart Disease,51-65,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,14,Heart Disease,65+,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,4,Diabetes,0-18,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,6,Diabetes,19-30,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,7,Diabetes,31-50,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,3,Diabetes,51-65,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,2,Diabetes,65+,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,2,Dengue Fever,0-18,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,3,Dengue Fever,19-30,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,4,Dengue Fever,31-50,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,2,Dengue Fever,51-65,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,1,Dengue Fever,65+,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,17,Others,0-18,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,21,Others,19-30,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,26,Others,31-50,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,13,Others,51-65,2025-08-21T10:56:55.225607
2024-02-12,Ho Chi Minh City,8,Others,65+,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,10,COVID-19,0-18,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,12,COVID-19,19-30,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,15,COVID-19,31-50,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,7,COVID-19,51-65,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,12,COVID-19,65+,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,34,Flu,0-18,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,29,Flu,19-30,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,34,Flu,31-50,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,17,Flu,51-65,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,23,Flu,65+,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,7,Pneumonia,0-18,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,9,Pneumonia,19-30,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,11,Pneumonia,31-50,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,5,Pneumonia,51-65,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,3,Pneumonia,65+,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,7,Heart Disease,0-18,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,8,Heart Disease,19-30,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,10,Heart Disease,31-50,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,10,Heart Disease,51-65,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,12,Heart Disease,65+,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,4,Diabetes,0-18,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,5,Diabetes,19-30,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,6,Diabetes,31-50,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,3,Diabetes,51-65,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,2,Diabetes,65+,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,4,Dengue Fever,0-18,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,5,Dengue Fever,19-30,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,6,Dengue Fever,31-50,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,3,Dengue Fever,51-65,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,2,Dengue Fever,65+,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,16,Others,0-18,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,20,Others,19-30,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,24,Others,31-50,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,12,Others,51-65,2025-08-21T10:56:55.225607
2024-02-13,Ho Chi Minh City,8,Others,65+,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,9,COVID-19,0-18,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,11,COVID-19,19-30,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,13,COVID-19,31-50,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,6,COVID-19,51-65,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,11,COVID-19,65+,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,39,Flu,0-18,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,32,Flu,19-30,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,39,Flu,31-50,2025-08-21T10:56:55.225607
2024-02-14,Ho Chi Minh City,19,Flu,51-65,2025-08-21T10:56:55.225607
